Time,Frame,x,y,yaw,vel_x,vel_y,vel_yaw
motor,2025-03-31 12:59:51.259619,90.9000015258789,94.58000183105469
motor,2025-03-31 12:59:51.820342,91.0,94.58000183105469
odom,2025-03-31 12:59:51.821470,0.0,0.0,0.0,0.0,0.0,0.0
motor,2025-03-31 12:59:51.821854,90.9000015258789,94.58000183105469
motor,2025-03-31 12:59:51.840461,91.0,94.51000213623047
motor,2025-03-31 12:59:51.840825,90.9000015258789,94.7699966430664
motor,2025-03-31 12:59:51.841233,90.9000015258789,94.58000183105469
motor,2025-03-31 12:59:51.859570,90.9000015258789,94.58999633789062
motor,2025-03-31 12:59:51.879073,91.0,94.5199966430664
odom,2025-03-31 12:59:51.879905,0.0016785138405492252,-0.0005159325478872518,-0.056536052643263,-0.0136348446772234,0.004176284435080446,-0.008013027501169464
motor,2025-03-31 12:59:51.899783,90.9000015258789,94.7699966430664
motor,2025-03-31 12:59:51.925574,90.9000015258789,94.58999633789062
motor,2025-03-31 12:59:51.939773,90.9000015258789,94.66999816894531
motor,2025-03-31 12:59:51.960538,91.0,94.51000213623047
motor,2025-03-31 12:59:51.979474,91.0,94.48999786376953
motor,2025-03-31 12:59:52.000425,91.0,94.51000213623047
motor,2025-03-31 12:59:52.027822,91.0,94.51000213623047
motor,2025-03-31 12:59:52.039514,91.0,94.58000183105469
motor,2025-03-31 12:59:52.060554,91.0,94.58000183105469
motor,2025-03-31 12:59:52.079433,91.0,94.58000183105469
motor,2025-03-31 12:59:52.102196,91.0,94.58000183105469
motor,2025-03-31 12:59:52.130398,90.9000015258789,94.7699966430664
motor,2025-03-31 12:59:52.141264,91.0,94.51000213623047
motor,2025-03-31 12:59:52.159505,90.9000015258789,94.51000213623047
motor,2025-03-31 12:59:52.180856,90.9000015258789,94.58000183105469
motor,2025-03-31 12:59:52.199523,91.0,94.58999633789062
motor,2025-03-31 12:59:52.219759,91.0,94.58000183105469
motor,2025-03-31 12:59:52.242843,90.9000015258789,94.58000183105469
motor,2025-03-31 12:59:52.259925,91.0,94.58000183105469
motor,2025-03-31 12:59:52.280017,90.9000015258789,94.58000183105469
motor,2025-03-31 12:59:52.299966,91.0,94.7699966430664
motor,2025-03-31 12:59:52.319798,91.0,94.7699966430664
motor,2025-03-31 12:59:52.345951,91.0,94.51000213623047
motor,2025-03-31 12:59:52.359178,90.9000015258789,94.58000183105469
motor,2025-03-31 12:59:52.379009,91.0,94.51000213623047
motor,2025-03-31 12:59:52.399655,90.4000015258789,94.76000213623047
motor,2025-03-31 12:59:52.419495,91.0,94.58999633789062
motor,2025-03-31 12:59:52.447060,90.9000015258789,94.58000183105469
motor,2025-03-31 12:59:52.459529,90.9000015258789,94.58000183105469
motor,2025-03-31 12:59:52.480631,91.0,94.51000213623047
motor,2025-03-31 12:59:52.499293,91.0,94.76000213623047
motor,2025-03-31 12:59:52.519103,91.0,94.58000183105469
motor,2025-03-31 12:59:52.543629,90.9000015258789,94.58000183105469
odom,2025-03-31 12:59:52.549192,0.001440884569708332,-0.0004846511209348975,-0.054034663461015146,0.0019375751910832805,-0.00025320293343229555,-0.007688732172453921
motor,2025-03-31 12:59:52.559366,91.0,94.48999786376953
motor,2025-03-31 12:59:52.579683,90.9000015258789,94.56999969482422
motor,2025-03-31 12:59:52.603917,91.0,94.58000183105469
odom,2025-03-31 12:59:52.606282,0.0017347259303505046,-0.00032026897825403856,-0.06800426792005412,-0.002171815206206842,-0.0012183539631993561,-0.00877833727512844
motor,2025-03-31 12:59:52.619347,91.0,94.58999633789062
motor,2025-03-31 12:59:52.642035,90.9000015258789,94.58000183105469
odom,2025-03-31 12:59:52.664241,0.001151143394946735,-0.00015850408384893868,-0.08219493606606805,0.0047471765580986425,-0.0013085527807248057,-0.011664961644119372
motor,2025-03-31 12:59:52.671674,91.0,94.58000183105469
motor,2025-03-31 12:59:52.683356,90.9000015258789,94.76000213623047
motor,2025-03-31 12:59:52.699661,90.9000015258789,94.58000183105469
odom,2025-03-31 12:59:52.722643,0.0018457631481896457,-0.0016261246392986213,-0.1417793630789457,-0.0051703087312590474,0.01085449201509648,-0.018322991456724884
motor,2025-03-31 12:59:52.723006,90.9000015258789,94.58000183105469
motor,2025-03-31 12:59:52.748518,91.0,94.58000183105469
motor,2025-03-31 12:59:52.759288,91.0,94.58000183105469
motor,2025-03-31 12:59:52.779434,91.0,94.7699966430664
odom,2025-03-31 12:59:52.781343,0.002439063314169282,-0.0016161820842537,-0.18569167421849106,-0.004828854771082174,-9.657748510477108e-05,-0.026379426383887458
motor,2025-03-31 12:59:52.814707,90.9000015258789,94.76000213623047
